,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
29,Jammu (j and k) to Delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:00,06:30,11h 30m,514,42 Seats available,3.9
30,Jammu (j and k) to Delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,08:00,11h 30m,603,46 Seats available,4.3
31,Jammu (j and k) to Delhi,IntrCity SmartBus,AC Sleeper (2+1),20:50,08:30,11h 40m,INR 898,29 Seats available,4.1
32,Jammu (j and k) to Delhi,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45,06:00,11h 15m,855,40 Seats available,4.2
33,Jammu (j and k) to Delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:00,06:00,12h 00m,INR 578,41 Seats available,4.3
34,Jammu (j and k) to Delhi,Travel Point,A/C Seater / Sleeper (2+2),15:45,05:00,13h 15m,632,44 Seats available,3.8
35,Jammu (j and k) to Delhi,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),17:30,03:30,10h 00m,899,36 Seats available,No rating
36,Jammu (j and k) to Delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:45,10:20,11h 35m,603,43 Seats available,4.1
37,Jammu (j and k) to Delhi,Ashok Bus Service,VE A/C Seater / Sleeper (2+1),20:30,08:30,12h 00m,INR 899,43 Seats available,4.1
38,Jammu (j and k) to Delhi,Awadh Travels,A/C Sleeper (2+2),20:55,08:40,11h 45m,809,46 Seats available,4.6
39,Jammu (j and k) to Delhi,Khurana Bus Service,Volvo A/C (2+2),12:30,02:40,14h 10m,750,33 Seats available,3.2
40,Jammu (j and k) to Delhi,India Tours & Travels (GetBookCab),A/C Semi Sleeper / Sleeper (2+2),18:45,06:30,11h 45m,INR 499,8 Seats available,3.2
41,Jammu (j and k) to Delhi,DS Hari Travels,A/C Seater / Sleeper (2+2),21:30,09:00,11h 30m,INR 499,48 Seats available,3.3
42,Jammu (j and k) to Delhi,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),18:55,07:50,12h 55m,580,30 Seats available,4.3
43,Jammu (j and k) to Delhi,B S Holiday Travels,A/C Seater / Sleeper (2+2),21:45,09:00,11h 15m,1199,34 Seats available,5.0
44,Jammu (j and k) to Delhi,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),18:30,07:00,12h 30m,INR 699,23 Seats available,3.3
45,Jammu (j and k) to Delhi,Jamna Travels-Jammu,A/C Seater / Sleeper (2+2),20:30,08:00,11h 30m,INR 949,30 Seats available,1.9
46,Jammu (j and k) to Delhi,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),21:00,10:26,13h 26m,INR 699,24 Seats available,2.5
47,Jammu (j and k) to Delhi,City Land Travels,A/C Seater/Sleeper (2+1),21:00,09:00,12h 00m,495,31 Seats available,3.6
48,Jammu (j and k) to Delhi,City Land Travels,A/C Seater/Sleeper (2+1),18:30,06:30,12h 00m,495,33 Seats available,3.6
49,Jammu (j and k) to Delhi,City Land Travels,A/C Seater/Sleeper (2+1),22:16,08:55,10h 39m,INR 538,29 Seats available,3.4
50,Jammu (j and k) to Delhi,IntrCity SmartBus,AC Sleeper (2+1),20:45,08:25,11h 40m,INR 882,29 Seats available,4.8
51,Jammu (j and k) to Delhi,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),18:00,07:15,13h 15m,INR 600,44 Seats available,3.6
52,Jammu (j and k) to Delhi,BSS COOL COOL TRAVELS,VE A/C Sleeper (2+1),20:20,09:00,12h 40m,INR 1599,46 Seats available,3.6
53,Jammu (j and k) to Delhi,City Land Travels,A/C Sleeper (2+1),16:00,04:10,12h 10m,INR 538,34 Seats available,3.2
54,Jammu (j and k) to Delhi,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),16:30,05:15,12h 45m,INR 600,42 Seats available,3.1
55,Jammu (j and k) to Delhi,Travel Point,A/C Seater / Sleeper (2+2),18:30,07:45,13h 15m,904,50 Seats available,3.9
56,Jammu (j and k) to Delhi,RK Holiday,A/C Seater / Sleeper (2+2),20:50,08:30,11h 40m,1900,26 Seats available,2.9
57,Jammu (j and k) to Delhi,RK Holiday,A/C Seater / Sleeper (2+2),20:45,08:25,11h 40m,1899,30 Seats available,2.9
58,Jammu (j and k) to Delhi,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),17:30,07:00,13h 30m,INR 799,12 Seats available,3.5
59,Jammu (j and k) to Delhi,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,10:00,12h 30m,INR 550,34 Seats available,4.3
60,Jammu (j and k) to Delhi,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),20:15,08:15,12h 00m,INR 799,40 Seats available,3.8
61,Jammu (j and k) to Delhi,YUVI HOLIDAYS,A/C Seater / Sleeper (2+2),21:20,09:30,12h 10m,550,50 Seats available,2.3
62,Jammu (j and k) to Delhi,Big Bus,A/C Seater / Sleeper (2+2),23:00,10:00,11h 00m,INR 799,32 Seats available,1.5
63,Jammu (j and k) to Delhi,Jamna Travels-Jammu,A/C Seater / Sleeper (2+2),17:30,05:30,12h 00m,INR 899,18 Seats available,1.3
64,Jammu (j and k) to Delhi,Travel Point World LLP,A/C Seater / Sleeper (2+2),17:16,05:46,12h 30m,759,46 Seats available,1.4
65,Jammu (j and k) to Delhi,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),22:30,08:30,10h 00m,899,34 Seats available,1.2
66,Jammu (j and k) to Delhi,Shiv Mohan Travels,AC Sleeper (2+1),20:15,09:15,13h 00m,INR 1046.67,36 Seats available,4.7
67,Jammu (j and k) to Delhi,Gola Bus Service,VE A/C Seater (2+2),20:20,07:50,11h 30m,INR 3499,18 Seats available,4.7
68,Jammu (j and k) to Delhi,Northern Travels,Bharat Benz A/C Sleeper (2+1),23:30,11:30,12h 00m,INR 1299,28 Seats available,2.6
69,Jammu (j and k) to Delhi,Shub Yatra Holidays,A/C Sleeper (2+2),21:15,10:00,12h 45m,INR 2399,28 Seats available,2.3
70,Jammu (j and k) to Delhi,FlixBus,A/C Sleeper (2+1),22:30,11:05,12h 35m,INR 921,36 Seats available,3.9
71,Jammu (j and k) to Delhi,FlixBus,A/C Sleeper (2+1),20:00,08:20,12h 20m,INR 417,34 Seats available,3.9
72,Jammu (j and k) to Delhi,Harikesh Tour N Travels,A/C Sleeper (2+2),20:30,08:00,11h 30m,1224,46 Seats available,3.8
73,Jammu (j and k) to Delhi,DIVA BUS,AC Sleeper (2+1),20:30,09:00,12h 30m,INR 4999,36 Seats available,3.7
74,Jammu (j and k) to Delhi,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),20:20,09:00,12h 40m,INR 999,50 Seats available,3.6
75,Jammu (j and k) to Delhi,Lucky Bus Service,Volvo A/C Sleeper (2+2),21:15,07:15,10h 00m,1439,32 Seats available,3.6
76,Jammu (j and k) to Delhi,Apex Bus Travels,A/C Seater / Sleeper (2+2),20:00,10:00,14h 00m,924,38 Seats available,3.4
77,Jammu (j and k) to Delhi,Khurana Bus Service,Volvo A/C (2+2),13:30,03:40,14h 10m,INR 749,37 Seats available,3.2
78,Jammu (j and k) to Delhi,SHAH HOLIDAY TRAVEL,Bharat Benz A/C Seater / Sleeper (2+2),21:00,08:00,11h 00m,INR 1499,22 Seats available,2.8
79,Jammu (j and k) to Delhi,Northern Travels,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),19:00,07:00,12h 00m,INR 999,37 Seats available,2.6
80,Jammu (j and k) to Delhi,Ashok Travels,A/C Seater / Sleeper (2+2),17:30,06:00,12h 30m,INR 959,52 Seats available,2.5
81,Jammu (j and k) to Delhi,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),16:00,06:00,14h 00m,900,48 Seats available,2.4
82,Jammu (j and k) to Delhi,Shub Yatra Holidays,A/C Sleeper (2+2),21:45,10:30,12h 45m,INR 2399,44 Seats available,2.3
83,Jammu (j and k) to Delhi,RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),20:45,08:15,11h 30m,INR 3000,47 Seats available,2.3
84,Jammu (j and k) to Delhi,Travel Point World LLP,A/C Seater / Sleeper (2+2),20:00,08:15,12h 15m,1234,46 Seats available,1.7
85,Jammu (j and k) to Delhi,MEHRA TRAVELS,Bharat Benz A/C Sleeper (2+1),20:03,06:00,09h 57m,INR 1399,34 Seats available,1.5
86,Jammu (j and k) to Delhi,Big Bus,A/C Seater / Sleeper (2+2),21:00,08:00,11h 00m,INR 799,34 Seats available,1.5
87,Jammu (j and k) to Delhi,Big Bus,A/C Seater / Sleeper (2+2),18:30,05:30,11h 00m,INR 795,28 Seats available,1.5
88,Jammu (j and k) to Delhi,Cool cool Tour and Travels India Pvt LTD,A/C Seater / Sleeper (2+2),19:30,09:46,14h 16m,INR 1099,24 Seats available,1.0
89,Jammu (j and k) to Delhi,Sahiba Travels India Sahiba Bus Service Regd,A/C Sleeper (2+2),21:30,09:31,12h 01m,INR 1800,22 Seats available,1.0
90,Delhi to Jammu (j and k),IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),18:30,08:15,13h 45m,INR 880,28 Seats available,4.6
91,Delhi to Jammu (j and k),Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:30,10:15,12h 45m,1110,28 Seats available,4.5
92,Delhi to Jammu (j and k),R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),18:30,07:10,12h 40m,759,38 Seats available,4.4
93,Delhi to Jammu (j and k),Gola Bus Service,A/C Seater/Sleeper (2+1),20:00,09:00,13h 00m,INR 699,36 Seats available,4.8
94,Delhi to Jammu (j and k),Ram Dalal Holidays,A/C Seater/Sleeper (2+1),18:30,06:25,11h 55m,786,28 Seats available,4.6
95,Delhi to Jammu (j and k),Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,07:00,12h 30m,1045,30 Seats available,4.4
96,Delhi to Jammu (j and k),Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,06:00,13h 00m,579,44 Seats available,4.3
97,Delhi to Jammu (j and k),Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:00,11:00,13h 00m,855,32 Seats available,4.3
98,Delhi to Jammu (j and k),Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:25,06:30,10h 05m,660,30 Seats available,4.5
99,Delhi to Jammu (j and k),Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:30,11:30,13h 00m,855,30 Seats available,4.3
100,Delhi to Jammu (j and k),Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:30,08:50,13h 20m,642,38 Seats available,4.2
101,Delhi to Jammu (j and k),IntrCity SmartBus,AC Sleeper (2+1),19:30,09:30,14h 00m,INR 745,33 Seats available,4.4
102,Delhi to Jammu (j and k),Yolo Bus,A/C Seater/Sleeper (2+1),19:15,07:30,12h 15m,INR 500,34 Seats available,4.5
103,Delhi to Jammu (j and k),India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),21:30,10:00,12h 30m,INR 499,43 Seats available,4.4
104,Delhi to Jammu (j and k),Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:00,10:00,13h 00m,679,45 Seats available,4.2
105,Delhi to Jammu (j and k),Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:00,12:20,13h 20m,642,44 Seats available,4.0
106,Delhi to Jammu (j and k),India Tours & Travels (GetBookCab),A/C Semi Sleeper / Sleeper (2+2),21:45,10:15,12h 30m,INR 650,24 Seats available,4.3
107,Delhi to Jammu (j and k),Laxmi holidays,Bharat Benz A/C Sleeper (2+1),18:00,07:00,13h 00m,770,36 Seats available,4.2
108,Delhi to Jammu (j and k),Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:50,10:20,12h 30m,642,39 Seats available,4.1
109,Delhi to Jammu (j and k),IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:00,09:40,13h 40m,INR 763,32 Seats available,4.8
110,Delhi to Jammu (j and k),B S Holiday Travels,A/C Seater / Sleeper (2+2),22:30,11:00,12h 30m,699,36 Seats available,3.9
111,Delhi to Jammu (j and k),Goel Tourist (Regd),A/C Seater / Sleeper (2+2),17:30,06:30,13h 00m,INR 650,43 Seats available,3.9
112,Delhi to Jammu (j and k),Travel Point,A/C Seater / Sleeper (2+2),18:00,07:15,13h 15m,542,42 Seats available,3.7
113,Delhi to Jammu (j and k),KVS Holidays,A/C Seater / Sleeper (2+2),17:00,05:30,12h 30m,INR 399,42 Seats available,3.4
114,Delhi to Jammu (j and k),CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),20:30,08:30,12h 00m,719,36 Seats available,No rating
115,Delhi to Jammu (j and k),CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),17:00,05:00,12h 00m,719,39 Seats available,No rating
116,Delhi to Jammu (j and k),PRAKASH TOURISM,A/C Seater / Sleeper (2+2),18:05,06:05,12h 00m,INR 3000,46 Seats available,No rating
117,Delhi to Jammu (j and k),Vaishnoyatra services pvt ltd,A/C Seater / Sleeper (2+2),20:30,08:15,11h 45m,INR 850,26 Seats available,No rating
118,Delhi to Jammu (j and k),R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),21:00,09:40,12h 40m,1139,33 Seats available,3.9
119,Delhi to Jammu (j and k),RK Holiday,A/C Seater / Sleeper (2+2),22:10,10:55,12h 45m,1139,32 Seats available,3.4
120,Delhi to Jammu (j and k),IntrCity SmartBus,AC Sleeper (2+1),19:25,09:25,14h 00m,INR 952,28 Seats available,4.4
121,Delhi to Jammu (j and k),City Land Travels,A/C Seater/Sleeper (2+1),20:30,09:30,13h 00m,619,30 Seats available,3.7
122,Delhi to Jammu (j and k),Lavish Travels,A/C Seater / Sleeper (2+2),18:15,08:15,14h 00m,629,46 Seats available,3.6
123,Delhi to Jammu (j and k),Ashok Bus Service,VE A/C Seater / Sleeper (2+1),17:50,07:15,13h 25m,INR 599,46 Seats available,4.2
124,Delhi to Jammu (j and k),Goel Tourist (Regd),A/C Seater / Sleeper (2+2),20:50,09:00,12h 10m,INR 650,44 Seats available,3.7
125,Delhi to Jammu (j and k),Lucky Bus Service,VE A/C Sleeper (2+2),19:30,07:20,11h 50m,INR 949,32 Seats available,4.4
126,Delhi to Jammu (j and k),Shub Yatra Holidays,A/C Sleeper (2+2),21:00,09:15,12h 15m,INR 1199,30 Seats available,3.4
127,Delhi to Jammu (j and k),Travel Point,A/C Seater / Sleeper (2+2),22:30,11:15,12h 45m,904,50 Seats available,3.7
128,Delhi to Jammu (j and k),Ashok Bus Service,A/C Seater / Sleeper (2+2),23:55,11:45,11h 50m,INR 799,50 Seats available,1.9
129,Delhi to Jammu (j and k),BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),19:00,07:00,12h 00m,INR 1899,8 Seats available,4.5
130,Delhi to Jammu (j and k),Khurana Bus Service,Volvo A/C (2+2),08:00,21:00,13h 00m,800,37 Seats available,2.5
131,Delhi to Jammu (j and k),Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,10:00,12h 30m,INR 650,33 Seats available,3.8
132,Delhi to Jammu (j and k),Travel Point World LLP,A/C Seater / Sleeper (2+2),18:30,07:50,13h 20m,664,46 Seats available,3.5
133,Delhi to Jammu (j and k),DS Hari Travels,A/C Seater / Sleeper (2+2),21:00,08:30,11h 30m,INR 550,48 Seats available,2.7
134,Delhi to Jammu (j and k),Armaan Tour & Travels,A/C Seater / Sleeper (2+1),14:00,04:00,14h 00m,719,48 Seats available,1.6
135,Delhi to Jammu (j and k),Travel Point,A/C Seater / Sleeper (2+2),21:30,10:15,12h 45m,904,50 Seats available,2.3
136,Delhi to Jammu (j and k),RK Holiday,A/C Seater / Sleeper (2+2),23:10,12:30,13h 20m,1139,32 Seats available,1.3
137,Delhi to Jammu (j and k),Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),18:00,07:15,13h 15m,INR 699,24 Seats available,1.9
138,Delhi to Jammu (j and k),BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),21:45,09:30,11h 45m,INR 1199,14 Seats available,1.9
139,Delhi to Jammu (j and k),Shiv Mohan Travels,AC Sleeper (2+1),20:10,10:00,13h 50m,INR 1099,36 Seats available,4.7
140,Delhi to Jammu (j and k),City Land Travels,A/C Seater/Sleeper (2+1),23:00,11:20,12h 20m,585,31 Seats available,3.4
141,Delhi to Jammu (j and k),City Land Travels,A/C Seater/Sleeper (2+1),18:00,07:30,13h 30m,619,29 Seats available,3.6
142,Delhi to Jammu (j and k),Lucky Bus Service,Volvo A/C Sleeper (2+2),17:00,05:30,12h 30m,INR 949,32 Seats available,3.7
143,Delhi to Jammu (j and k),Ashok Travels,A/C Seater / Sleeper (2+2),20:00,06:30,10h 30m,INR 899,36 Seats available,2.8
144,Delhi to Jammu (j and k),Big Bus,A/C Seater / Sleeper (2+2),20:30,07:00,10h 30m,INR 895,39 Seats available,2.8
145,Delhi to Jammu (j and k),Red Apple Bus Service,A/C Seater / Sleeper (2+2),22:00,08:30,10h 30m,INR 899,24 Seats available,2.0
146,Delhi to Jammu (j and k),SHAH HOLIDAY TRAVEL,Bharat Benz A/C Seater / Sleeper (2+2),21:00,10:00,13h 00m,INR 599,35 Seats available,3.9
147,Delhi to Jammu (j and k),Big Bus,A/C Seater / Sleeper (2+2),17:35,05:35,12h 00m,INR 895,39 Seats available,2.7
148,Delhi to Jammu (j and k),SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),20:30,10:16,13h 46m,INR 799,48 Seats available,4.3
149,Delhi to Jammu (j and k),Ashok Travels,A/C Seater / Sleeper (2+2),17:25,05:25,12h 00m,INR 975,33 Seats available,2.6
150,Delhi to Jammu (j and k),Kedara Bus,A/C Seater / Sleeper (2+1),19:05,06:20,11h 15m,600,36 Seats available,2.9
151,Delhi to Jammu (j and k),NKS Holidays,A/C Sleeper (2+2),17:00,06:00,13h 00m,INR 1199,28 Seats available,3.8
152,Delhi to Jammu (j and k),Ashok Bus Service,A/C Seater / Sleeper (2+2),21:45,10:30,12h 45m,INR 699,52 Seats available,2.8
153,Delhi to Jammu (j and k),Big Bus,A/C Seater / Sleeper (2+2),22:30,10:00,11h 30m,INR 895,40 Seats available,2.1
154,Delhi to Jammu (j and k),NEW KING BUS SERVICE,A/C Seater / Sleeper (2+2),22:45,10:10,11h 25m,INR 1449,34 Seats available,2.8
155,Delhi to Jammu (j and k),Apex Bus Travels,A/C Seater / Sleeper (2+2),20:30,06:30,10h 00m,739,38 Seats available,3.1
156,Delhi to Jammu (j and k),CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),22:30,10:30,12h 00m,719,35 Seats available,3.2
157,Delhi to Jammu (j and k),Awadh Travels,A/C Sleeper (2+2),21:10,10:10,13h 00m,1079,46 Seats available,3.8
158,Delhi to Jammu (j and k),Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),20:00,09:15,13h 15m,INR 699,12 Seats available,2.5
159,Delhi to Jammu (j and k),CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),15:30,03:30,12h 00m,719,39 Seats available,3.0
160,Delhi to Jammu (j and k),MM Travels,A/C Seater / Sleeper (2+2),11:00,23:00,12h 00m,INR 799,40 Seats available,1.0
161,Delhi to Jammu (j and k),Lucky Bus Service,VE A/C Sleeper (2+2),18:00,06:00,12h 00m,989,32 Seats available,1.9
162,Delhi to Jammu (j and k),Maheshwaram Travels,A/C Seater / Sleeper (2+2),19:00,07:35,12h 35m,INR 626,34 Seats available,1.1
163,Delhi to Jammu (j and k),Ashok Bus Service,A/C Seater / Sleeper (2+2),20:00,09:30,13h 30m,INR 699,52 Seats available,1.7
164,Delhi to Jammu (j and k),Travel Point World LLP,A/C Seater / Sleeper (2+2),20:30,09:50,13h 20m,569,46 Seats available,1.9
165,Delhi to Jammu (j and k),R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),19:41,08:56,13h 15m,INR 2099,48 Seats available,4.3
166,Delhi to Jammu (j and k),R S YADAV SMART BUS PRIVATE LIMITED,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),21:01,10:16,13h 15m,INR 2099,42 Seats available,4.3
167,Delhi to Jammu (j and k),B S Holiday Travels,A/C Seater / Sleeper (2+2),21:15,09:15,12h 00m,1799,23 Seats available,3.8
168,Delhi to Jammu (j and k),Goel Tourist (Regd),A/C Sleeper (2+1),22:25,11:25,757h 00m,INR 650,40 Seats available,3.8
169,Delhi to Jammu (j and k),FlixBus,A/C Sleeper (2+1),18:30,08:05,13h 35m,INR 1105,33 Seats available,3.7
170,Delhi to Jammu (j and k),DIVA BUS,AC Sleeper (2+1),15:00,02:45,11h 45m,INR 4999,36 Seats available,3.7
171,Delhi to Jammu (j and k),FlixBus,A/C Sleeper (2+1),21:00,10:35,13h 35m,INR 1105,32 Seats available,3.7
172,Delhi to Jammu (j and k),Shub Yatra Holidays,A/C Sleeper (2+2),21:30,09:45,12h 15m,INR 1199,44 Seats available,3.4
173,Delhi to Jammu (j and k),New National Travels,A/C Seater / Sleeper (2+2),21:10,09:00,11h 50m,INR 1049,38 Seats available,3.2
174,Delhi to Jammu (j and k),Apex Bus Travels,A/C Seater / Sleeper (2+2),22:30,08:30,10h 00m,600,40 Seats available,3.1
175,Delhi to Jammu (j and k),Ashok Travels,A/C Seater / Sleeper (2+2),15:15,03:15,12h 00m,INR 759,35 Seats available,2.6
176,Delhi to Jammu (j and k),Northern Travels,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),09:00,22:35,757h 35m,INR 999,36 Seats available,2.6
177,Delhi to Jammu (j and k),Big Bus,A/C Seater / Sleeper (2+2),15:30,03:30,12h 00m,INR 855,41 Seats available,2.6
178,Delhi to Jammu (j and k),Northern Travels,Bharat Benz A/C Sleeper (2+1),16:30,06:05,13h 35m,INR 1299,29 Seats available,2.6
179,Delhi to Jammu (j and k),Khurana Bus Service,Volvo A/C (2+2),10:00,23:00,13h 00m,INR 749,35 Seats available,2.5
180,Delhi to Jammu (j and k),RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),16:00,03:30,11h 30m,INR 3000,48 Seats available,2.3
181,Delhi to Jammu (j and k),Deepak Raj Tour and Travels,VE A/C Seater / Sleeper (2+1),18:30,06:45,12h 15m,INR 1099,23 Seats available,1.6
182,Delhi to Jammu (j and k),MM Travels,AC Seater (2+2),13:30,01:00,11h 30m,INR 1599,35 Seats available,1.0
183,Delhi to Jammu (j and k),Cool cool Tour and Travels India Pvt LTD,A/C Seater / Sleeper (2+2),19:30,08:46,13h 16m,INR 999,24 Seats available,1.0
184,Delhi to Jammu (j and k),Sahiba Travels India Sahiba Bus Service Regd,A/C Sleeper (2+2),17:00,06:31,13h 31m,INR 1800,18 Seats available,1.0
185,Delhi to Jammu (j and k),Sahiba Travels India Sahiba Bus Service Regd,A/C Sleeper (2+2),20:00,09:31,13h 31m,INR 1800,20 Seats available,1.0
